CellID,CellStage,class,CellProtocol
x1_S4c_b1.bcCDQF,4.0,neurog3,x1
x1_S4c_b1.bcCSSN,4.0,nkx61,x1
x1_S4c_b1.bcGVQC,4.0,nkx61,x1
x1_S4c_b1.bcBSDG,4.0,ph,x1
x1_S4c_b1.bcGYUJ,4.0,nkx61,x1
x1_S4c_b1.bcGRSD,4.0,ph,x1
x1_S4c_b1.bcDSJK,4.0,nkx61,x1
x1_S4c_b1.bcICFY,4.0,ph,x1
x1_S4c_b1.bcBHPO,4.0,nkx61,x1
x1_S4c_b1.bcCZBN,4.0,ph,x1
x1_S4c_b1.bcGZXX,4.0,neurog3,x1
x1_S4c_b1.bcGYWG,4.0,nkx61,x1
x1_S4c_b1.bcBCAS,4.0,nkx61,x1
x1_S4c_b1.bcEZJB,4.0,nkx61,x1
x1_S4c_b1.bcGYCG,4.0,nkx61,x1
x1_S4c_b1.bcFZEL,4.0,ph,x1
x1_S4c_b1.bcDONV,4.0,ph,x1
x1_S4c_b1.bcEVQT,4.0,nkx61,x1
x1_S4c_b1.bcCMQN,4.0,ph,x1
x1_S4c_b1.bcEFVO,4.0,nkx61,x1
x1_S4c_b1.bcHZNN,4.0,nkx61,x1
x1_S4c_b1.bcGRFY,4.0,nkx61,x1
x1_S4c_b1.bcHKMV,4.0,nkx61,x1
x1_S4c_b1.bcCUOM,4.0,nkx61,x1
x1_S4c_b1.bcIANA,4.0,ph,x1
x1_S4c_b1.bcEQOB,4.0,nkx61,x1
x1_S4c_b1.bcBBIZ,4.0,nkx61,x1
x1_S4c_b1.bcCTQC,4.0,nkx61,x1
x1_S4c_b1.bcFDAG,4.0,nkx61,x1
x1_S4c_b1.bcGQWA,4.0,neurog3,x1
x1_S4c_b1.bcHNZB,4.0,ph,x1
x1_S4c_b1.bcHADF,4.0,ph,x1
x1_S4c_b1.bcFIZV,4.0,nkx61,x1
x1_S4c_b1.bcFHIE,4.0,ph,x1
x1_S4c_b1.bcCWEL,4.0,neurog3,x1
x1_S4c_b1.bcCYOM,4.0,nkx61,x1
x1_S4c_b1.bcBWVD,4.0,ph,x1
x1_S4c_b1.bcBJTM,4.0,nkx61,x1
x1_S4c_b1.bcIBWX,4.0,neurog3,x1
x1_S4c_b1.bcFZHB,4.0,nkx61,x1
x1_S4c_b1.bcDSBB,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcESFR,4.0,nkx61,x1
x1_S4c_b1.bcGGYC,4.0,nkx61,x1
x1_S4c_b1.bcGXUX,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFKVD,4.0,nkx61,x1
x1_S4c_b1.bcESUY,4.0,nkx61,x1
x1_S4c_b1.bcGAVY,4.0,nkx61,x1
x1_S4c_b1.bcACVF,4.0,ph,x1
x1_S4c_b1.bcBGOF,4.0,nkx61,x1
x1_S4c_b1.bcHEOU,4.0,nkx61,x1
x1_S4c_b1.bcAZRK,4.0,ph,x1
x1_S4c_b1.bcDOZQ,4.0,nkx61,x1
x1_S4c_b1.bcDYEZ,4.0,nkx61,x1
x1_S4c_b1.bcBNJI,4.0,neurog3,x1
x1_S4c_b1.bcGCXA,4.0,nkx61,x1
x1_S4c_b1.bcAWJB,4.0,nkx61,x1
x1_S4c_b1.bcGPNF,4.0,nkx61,x1
x1_S4c_b1.bcCSWI,4.0,nkx61,x1
x1_S4c_b1.bcDKET,4.0,nkx61,x1
x1_S4c_b1.bcCIHV,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBSVH,4.0,nkx61,x1
x1_S4c_b1.bcBSHK,4.0,nkx61,x1
x1_S4c_b1.bcARDH,4.0,nkx61,x1
x1_S4c_b1.bcGVAF,4.0,ph,x1
x1_S4c_b1.bcEIZL,4.0,nkx61,x1
x1_S4c_b1.bcANER,4.0,ph,x1
x1_S4c_b1.bcHIPZ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEYDW,4.0,nkx61,x1
x1_S4c_b1.bcEEQN,4.0,nkx61,x1
x1_S4c_b1.bcIJFL,4.0,nkx61,x1
x1_S4c_b1.bcDUHL,4.0,neurog3,x1
x1_S4c_b1.bcHIES,4.0,ph,x1
x1_S4c_b1.bcFXVT,4.0,nkx61,x1
x1_S4c_b1.bcCEQP,4.0,nkx61,x1
x1_S4c_b1.bcDLJT,4.0,ph,x1
x1_S4c_b1.bcGTXF,4.0,nkx61,x1
x1_S4c_b1.bcBZHQ,4.0,nkx61,x1
x1_S4c_b1.bcHWTX,4.0,nkx61,x1
x1_S4c_b1.bcCUKQ,4.0,nkx61,x1
x1_S4c_b1.bcDWXC,4.0,nkx61,x1
x1_S4c_b1.bcGMME,4.0,nkx61,x1
x1_S4c_b1.bcEWDS,4.0,nkx61,x1
x1_S4c_b1.bcCTTH,4.0,ph,x1
x1_S4c_b1.bcFZDP,4.0,neurog3,x1
x1_S4c_b1.bcGZBC,4.0,nkx61,x1
x1_S4c_b1.bcBWFP,4.0,nkx61,x1
x1_S4c_b1.bcGSJW,4.0,ph,x1
x1_S4c_b1.bcDZHH,4.0,sst_hhex,x1
x1_S4c_b1.bcHNRQ,4.0,nkx61,x1
x1_S4c_b1.bcHBVY,4.0,nkx61,x1
x1_S4c_b1.bcBIGQ,4.0,nkx61,x1
x1_S4c_b1.bcHGCW,4.0,neurog3,x1
x1_S4c_b1.bcGJFS,4.0,nkx61,x1
x1_S4c_b1.bcHQVJ,4.0,nkx61,x1
x1_S4c_b1.bcAJHM,4.0,ph,x1
x1_S4c_b1.bcBVMC,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHTYG,4.0,nkx61,x1
x1_S4c_b1.bcCTTC,4.0,nkx61,x1
x1_S4c_b1.bcHDDZ,4.0,nkx61,x1
x1_S4c_b1.bcBHMH,4.0,ph,x1
x1_S4c_b1.bcALXO,4.0,nkx61,x1
x1_S4c_b1.bcECWU,4.0,neurog3,x1
x1_S4c_b1.bcHOMM,4.0,nkx61,x1
x1_S4c_b1.bcEZCK,4.0,nkx61,x1
x1_S4c_b1.bcFKPC,4.0,ph,x1
x1_S4c_b1.bcGUZF,4.0,sst_hhex,x1
x1_S4c_b1.bcBUEL,4.0,nkx61,x1
x1_S4c_b1.bcFYFS,4.0,nkx61,x1
x1_S4c_b1.bcHOAJ,4.0,neurog3,x1
x1_S4c_b1.bcEGPU,4.0,nkx61,x1
x1_S4c_b1.bcFQCM,4.0,nkx61,x1
x1_S4c_b1.bcCKQZ,4.0,ph,x1
x1_S4c_b1.bcFHBR,4.0,ph,x1
x1_S4c_b1.bcHLFX,4.0,ph,x1
x1_S4c_b1.bcFDNV,4.0,ph,x1
x1_S4c_b1.bcHYWI,4.0,nkx61,x1
x1_S4c_b1.bcDVUS,4.0,nkx61,x1
x1_S4c_b1.bcCTFF,4.0,ph,x1
x1_S4c_b1.bcIGCK,4.0,ph,x1
x1_S4c_b1.bcFKJY,4.0,nkx61,x1
x1_S4c_b1.bcGRPY,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGLSE,4.0,nkx61,x1
x1_S4c_b1.bcHGUU,4.0,nkx61,x1
x1_S4c_b1.bcHYDV,4.0,nkx61,x1
x1_S4c_b1.bcIFNP,4.0,nkx61,x1
x1_S4c_b1.bcDIMQ,4.0,nkx61,x1
x1_S4c_b1.bcDVPQ,4.0,neurog3,x1
x1_S4c_b1.bcGJSS,4.0,nkx61,x1
x1_S4c_b1.bcBZLI,4.0,nkx61,x1
x1_S4c_b1.bcANNU,4.0,nkx61,x1
x1_S4c_b1.bcDPBZ,4.0,nkx61,x1
x1_S4c_b1.bcEOSR,4.0,nkx61,x1
x1_S4c_b1.bcABKN,4.0,nkx61,x1
x1_S4c_b1.bcDLMP,4.0,nkx61,x1
x1_S4c_b1.bcFAFJ,4.0,nkx61,x1
x1_S4c_b1.bcFZEC,4.0,nkx61,x1
x1_S4c_b1.bcIHAH,4.0,nkx61,x1
x1_S4c_b1.bcGYGT,4.0,ph,x1
x1_S4c_b1.bcCCQI,4.0,ph,x1
x1_S4c_b1.bcAIGR,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHODZ,4.0,ph,x1
x1_S4c_b1.bcBFXG,4.0,nkx61,x1
x1_S4c_b1.bcCSFA,4.0,nkx61,x1
x1_S4c_b1.bcCGBZ,4.0,nkx61,x1
x1_S4c_b1.bcIAFH,4.0,nkx61,x1
x1_S4c_b1.bcFWUZ,4.0,ph,x1
x1_S4c_b1.bcAXYD,4.0,nkx61,x1
x1_S4c_b1.bcHXYH,4.0,nkx61,x1
x1_S4c_b1.bcBEGD,4.0,ph,x1
x1_S4c_b1.bcCWKK,4.0,ph,x1
x1_S4c_b1.bcCCHW,4.0,nkx61,x1
x1_S4c_b1.bcDGMB,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGYMX,4.0,ph,x1
x1_S4c_b1.bcBGAM,4.0,nkx61,x1
x1_S4c_b1.bcCWDI,4.0,nkx61,x1
x1_S4c_b1.bcIDVY,4.0,ph,x1
x1_S4c_b1.bcFBSP,4.0,nkx61,x1
x1_S4c_b1.bcAAIQ,4.0,nkx61,x1
x1_S4c_b1.bcCRMS,4.0,nkx61,x1
x1_S4c_b1.bcDOWZ,4.0,ph,x1
x1_S4c_b1.bcESKS,4.0,nkx61,x1
x1_S4c_b1.bcANXA,4.0,ph,x1
x1_S4c_b1.bcHSVG,4.0,nkx61,x1
x1_S4c_b1.bcCZYZ,4.0,nkx61,x1
x1_S4c_b1.bcFSQH,4.0,nkx61,x1
x1_S4c_b1.bcCJHG,4.0,nkx61,x1
x1_S4c_b1.bcHRUF,4.0,nkx61,x1
x1_S4c_b1.bcAMSZ,4.0,nkx61,x1
x1_S4c_b1.bcFNHL,4.0,nkx61,x1
x1_S4c_b1.bcBAHU,4.0,nkx61,x1
x1_S4c_b1.bcBDXL,4.0,nkx61,x1
x1_S4c_b1.bcCNVZ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFZLV,4.0,ph,x1
x1_S4c_b1.bcFHOV,4.0,nkx61,x1
x1_S4c_b1.bcIBUD,4.0,nkx61,x1
x1_S4c_b1.bcAOFP,4.0,ph,x1
x1_S4c_b1.bcEBZQ,4.0,nkx61,x1
x1_S4c_b1.bcBUNJ,4.0,nkx61,x1
x1_S4c_b1.bcGXPE,4.0,nkx61,x1
x1_S4c_b1.bcCPFD,4.0,nkx61,x1
x1_S4c_b1.bcDFFR,4.0,nkx61,x1
x1_S4c_b1.bcFJDT,4.0,nkx61,x1
x1_S4c_b1.bcHSRP,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFUUH,4.0,ph,x1
x1_S4c_b1.bcALRI,4.0,nkx61,x1
x1_S4c_b1.bcACAD,4.0,nkx61,x1
x1_S4c_b1.bcGEWR,4.0,ph,x1
x1_S4c_b1.bcDAPL,4.0,nkx61,x1
x1_S4c_b1.bcHVNG,4.0,nkx61,x1
x1_S4c_b1.bcDZQR,4.0,neurog3,x1
x1_S4c_b1.bcHDZF,4.0,nkx61,x1
x1_S4c_b1.bcBSGC,4.0,nkx61,x1
x1_S4c_b1.bcHJRZ,4.0,nkx61,x1
x1_S4c_b1.bcERQY,4.0,nkx61,x1
x1_S4c_b1.bcETIK,4.0,nkx61,x1
x1_S4c_b1.bcBIXG,4.0,nkx61,x1
x1_S4c_b1.bcGKVO,4.0,nkx61,x1
x1_S4c_b1.bcFHWF,4.0,ph,x1
x1_S4c_b1.bcDLGJ,4.0,nkx61,x1
x1_S4c_b1.bcEYNF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCYHJ,4.0,nkx61,x1
x1_S4c_b1.bcEXZF,4.0,nkx61,x1
x1_S4c_b1.bcENJV,4.0,ph,x1
x1_S4c_b1.bcBDXC,4.0,nkx61,x1
x1_S4c_b1.bcERZC,4.0,neurog3,x1
x1_S4c_b1.bcASQG,4.0,ph,x1
x1_S4c_b1.bcGORM,4.0,nkx61,x1
x1_S4c_b1.bcFLPS,4.0,neurog3,x1
x1_S4c_b1.bcGMZO,4.0,nkx61,x1
x1_S4c_b1.bcDXCJ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCSHF,4.0,nkx61,x1
x1_S4c_b1.bcIIVP,4.0,nkx61,x1
x1_S4c_b1.bcEXUE,4.0,ph,x1
x1_S4c_b1.bcHLNM,4.0,nkx61,x1
x1_S4c_b1.bcEEQX,4.0,nkx61,x1
x1_S4c_b1.bcFVPJ,4.0,neurog3,x1
x1_S4c_b1.bcANQK,4.0,nkx61,x1
x1_S4c_b1.bcHTCO,4.0,ph,x1
x1_S4c_b1.bcFEIO,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCMIA,4.0,nkx61,x1
x1_S4c_b1.bcFZAQ,4.0,nkx61,x1
x1_S4c_b1.bcHFAT,4.0,neurog3,x1
x1_S4c_b1.bcAEGP,4.0,nkx61,x1
x1_S4c_b1.bcCNQP,4.0,nkx61,x1
x1_S4c_b1.bcDRSD,4.0,nkx61,x1
x1_S4c_b1.bcDRCR,4.0,sst_hhex,x1
x1_S4c_b1.bcCWIU,4.0,ph,x1
x1_S4c_b1.bcEUDF,4.0,nkx61,x1
x1_S4c_b1.bcCEPT,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcDYUI,4.0,nkx61,x1
x1_S4c_b1.bcCCIU,4.0,nkx61,x1
x1_S4c_b1.bcDIBK,4.0,nkx61,x1
x1_S4c_b1.bcFWKO,4.0,nkx61,x1
x1_S4c_b1.bcDXEI,4.0,nkx61,x1
x1_S4c_b1.bcEKLQ,4.0,nkx61,x1
x1_S4c_b1.bcDTCZ,4.0,nkx61,x1
x1_S4c_b1.bcENNT,4.0,nkx61,x1
x1_S4c_b1.bcDOSS,4.0,nkx61,x1
x1_S4c_b1.bcGUSM,4.0,nkx61,x1
x1_S4c_b1.bcEFBJ,4.0,ph,x1
x1_S4c_b1.bcEMHV,4.0,nkx61,x1
x1_S4c_b1.bcFNNJ,4.0,nkx61,x1
x1_S4c_b1.bcDHYQ,4.0,nkx61,x1
x1_S4c_b1.bcDTKP,4.0,nkx61,x1
x1_S4c_b1.bcCUVZ,4.0,nkx61,x1
x1_S4c_b1.bcCEEP,4.0,sst_hhex,x1
x1_S4c_b1.bcBYAS,4.0,nkx61,x1
x1_S4c_b1.bcDNQA,4.0,nkx61,x1
x1_S4c_b1.bcEZOY,4.0,nkx61,x1
x1_S4c_b1.bcDLGR,4.0,nkx61,x1
x1_S4c_b1.bcBMAV,4.0,nkx61,x1
x1_S4c_b1.bcFYCD,4.0,nkx61,x1
x1_S4c_b1.bcDUBA,4.0,ph,x1
x1_S4c_b1.bcABCF,4.0,nkx61,x1
x1_S4c_b1.bcDOJR,4.0,ph,x1
x1_S4c_b1.bcEOEZ,4.0,nkx61,x1
x1_S4c_b1.bcDFAO,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcIAFA,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGMVS,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCHOE,4.0,nkx61,x1
x1_S4c_b1.bcHPTA,4.0,nkx61,x1
x1_S4c_b1.bcAGJG,4.0,nkx61,x1
x1_S4c_b1.bcHDBB,4.0,ph,x1
x1_S4c_b1.bcGMKU,4.0,nkx61,x1
x1_S4c_b1.bcCJGO,4.0,nkx61,x1
x1_S4c_b1.bcEZRN,4.0,nkx61,x1
x1_S4c_b1.bcDEUM,4.0,nkx61,x1
x1_S4c_b1.bcBUQA,4.0,nkx61,x1
x1_S4c_b1.bcHXIN,4.0,nkx61,x1
x1_S4c_b1.bcFXTB,4.0,nkx61,x1
x1_S4c_b1.bcDHNW,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEAKE,4.0,nkx61,x1
x1_S4c_b1.bcHEEB,4.0,nkx61,x1
x1_S4c_b1.bcDZDF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcETRM,4.0,nkx61,x1
x1_S4c_b1.bcDUBU,4.0,nkx61,x1
x1_S4c_b1.bcIERQ,4.0,nkx61,x1
x1_S4c_b1.bcHBEE,4.0,nkx61,x1
x1_S4c_b1.bcCXLN,4.0,ph,x1
x1_S4c_b1.bcERXF,4.0,ph,x1
x1_S4c_b1.bcFXOK,4.0,nkx61,x1
x1_S4c_b1.bcDVFN,4.0,nkx61,x1
x1_S4c_b1.bcGMQZ,4.0,nkx61,x1
x1_S4c_b1.bcFMEU,4.0,nkx61,x1
x1_S4c_b1.bcCEKT,4.0,nkx61,x1
x1_S4c_b1.bcHVGP,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCEHD,4.0,nkx61,x1
x1_S4c_b1.bcBJRG,4.0,nkx61,x1
x1_S4c_b1.bcCZMT,4.0,nkx61,x1
x1_S4c_b1.bcBMMT,4.0,nkx61,x1
x1_S4c_b1.bcIAKM,4.0,nkx61,x1
x1_S4c_b1.bcAEJP,4.0,nkx61,x1
x1_S4c_b1.bcBNYB,4.0,nkx61,x1
x1_S4c_b1.bcARMG,4.0,nkx61,x1
x1_S4c_b1.bcHPZT,4.0,nkx61,x1
x1_S4c_b1.bcGNRK,4.0,nkx61,x1
x1_S4c_b1.bcABLI,4.0,nkx61,x1
x1_S4c_b1.bcHNFK,4.0,ph,x1
x1_S4c_b1.bcFPTL,4.0,nkx61,x1
x1_S4c_b1.bcGOPB,4.0,nkx61,x1
x1_S4c_b1.bcGQPL,4.0,neurog3,x1
x1_S4c_b1.bcBCQJ,4.0,ph,x1
x1_S4c_b1.bcCDUY,4.0,nkx61,x1
x1_S4c_b1.bcDZUM,4.0,nkx61,x1
x1_S4c_b1.bcEVJB,4.0,nkx61,x1
x1_S4c_b1.bcEVVY,4.0,neurog3,x1
x1_S4c_b1.bcGCWE,4.0,nkx61,x1
x1_S4c_b1.bcIEQD,4.0,nkx61,x1
x1_S4c_b1.bcDCFZ,4.0,nkx61,x1
x1_S4c_b1.bcDBUL,4.0,nkx61,x1
x1_S4c_b1.bcFKHN,4.0,nkx61,x1
x1_S4c_b1.bcAJRE,4.0,neurog3,x1
x1_S4c_b1.bcEZYP,4.0,nkx61,x1
x1_S4c_b1.bcEFFD,4.0,nkx61,x1
x1_S4c_b1.bcDRNW,4.0,nkx61,x1
x1_S4c_b1.bcFJRV,4.0,ph,x1
x1_S4c_b1.bcCLEZ,4.0,nkx61,x1
x1_S4c_b1.bcFJPS,4.0,nkx61,x1
x1_S4c_b1.bcHZPC,4.0,nkx61,x1
x1_S4c_b1.bcEUEF,4.0,nkx61,x1
x1_S4c_b1.bcBSYI,4.0,sst_hhex,x1
x1_S4c_b1.bcCRBM,4.0,nkx61,x1
x1_S4c_b1.bcDCMU,4.0,nkx61,x1
x1_S4c_b1.bcGBQV,4.0,ph,x1
x1_S4c_b1.bcCMLS,4.0,neurog3,x1
x1_S4c_b1.bcDAEE,4.0,nkx61,x1
x1_S4c_b1.bcCIHG,4.0,nkx61,x1
x1_S4c_b1.bcDMNQ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHZRP,4.0,nkx61,x1
x1_S4c_b1.bcEAJZ,4.0,neurog3,x1
x1_S4c_b1.bcBXRJ,4.0,nkx61,x1
x1_S4c_b1.bcHFWU,4.0,nkx61,x1
x1_S4c_b1.bcGRZX,4.0,nkx61,x1
x1_S4c_b1.bcAYTP,4.0,nkx61,x1
x1_S4c_b1.bcEREM,4.0,nkx61,x1
x1_S4c_b1.bcFWPU,4.0,nkx61,x1
x1_S4c_b1.bcBPRI,4.0,nkx61,x1
x1_S4c_b1.bcARAJ,4.0,nkx61,x1
x1_S4c_b1.bcIBNF,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcGMLX,4.0,neurog3,x1
x1_S4c_b1.bcCSAZ,4.0,nkx61,x1
x1_S4c_b1.bcETEB,4.0,nkx61,x1
x1_S4c_b1.bcETSN,4.0,nkx61,x1
x1_S4c_b1.bcEKIU,4.0,neurog3,x1
x1_S4c_b1.bcFLZS,4.0,nkx61,x1
x1_S4c_b1.bcFRPN,4.0,nkx61,x1
x1_S4c_b1.bcHRAT,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFNPG,4.0,nkx61,x1
x1_S4c_b1.bcFUWI,4.0,neurog3,x1
x1_S4c_b1.bcDGSD,4.0,nkx61,x1
x1_S4c_b1.bcCLMF,4.0,nkx61,x1
x1_S4c_b1.bcGAJA,4.0,ph,x1
x1_S4c_b1.bcDRDV,4.0,nkx61,x1
x1_S4c_b1.bcICER,4.0,nkx61,x1
x1_S4c_b1.bcCACQ,4.0,nkx61,x1
x1_S4c_b1.bcARYE,4.0,nkx61,x1
x1_S4c_b1.bcEFHD,4.0,nkx61,x1
x1_S4c_b1.bcGKDW,4.0,nkx61,x1
x1_S4c_b1.bcCTTR,4.0,ph,x1
x1_S4c_b1.bcETJQ,4.0,nkx61,x1
x1_S4c_b1.bcBLWT,4.0,ph,x1
x1_S4c_b1.bcCOKZ,4.0,nkx61,x1
x1_S4c_b1.bcARSA,4.0,nkx61,x1
x1_S4c_b1.bcCNFX,4.0,nkx61,x1
x1_S4c_b1.bcCPIJ,4.0,neurog3,x1
x1_S4c_b1.bcAMNT,4.0,nkx61,x1
x1_S4c_b1.bcCSGH,4.0,nkx61,x1
x1_S4c_b1.bcDARU,4.0,nkx61,x1
x1_S4c_b1.bcDLKK,4.0,nkx61,x1
x1_S4c_b1.bcCTCK,4.0,nkx61,x1
x1_S4c_b1.bcEMVS,4.0,nkx61,x1
x1_S4c_b1.bcEZOA,4.0,nkx61,x1
x1_S4c_b1.bcDXCY,4.0,nkx61,x1
x1_S4c_b1.bcCBQH,4.0,nkx61,x1
x1_S4c_b1.bcDVFO,4.0,nkx61,x1
x1_S4c_b1.bcHEGH,4.0,ph,x1
x1_S4c_b1.bcBFPT,4.0,nkx61,x1
x1_S4c_b1.bcGBYH,4.0,nkx61,x1
x1_S4c_b1.bcHWJL,4.0,nkx61,x1
x1_S4c_b1.bcHPYP,4.0,nkx61,x1
x1_S4c_b1.bcICOI,4.0,nkx61,x1
x1_S4c_b1.bcEHQO,4.0,ph,x1
x1_S4c_b1.bcHIWI,4.0,nkx61,x1
x1_S4c_b1.bcEWGG,4.0,ph,x1
x1_S4c_b1.bcDDCW,4.0,nkx61,x1
x1_S4c_b1.bcFKDI,4.0,ph,x1
x1_S4c_b1.bcGCQR,4.0,ph,x1
x1_S4c_b1.bcAJQP,4.0,nkx61,x1
x1_S4c_b1.bcBWZL,4.0,nkx61,x1
x1_S4c_b1.bcCTIY,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEGMX,4.0,neurog3,x1
x1_S4c_b1.bcAISM,4.0,nkx61,x1
x1_S4c_b1.bcDULP,4.0,nkx61,x1
x1_S4c_b1.bcADVJ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcHCNM,4.0,nkx61,x1
x1_S4c_b1.bcHBZM,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBJNL,4.0,ph,x1
x1_S4c_b1.bcFDNS,4.0,nkx61,x1
x1_S4c_b1.bcFVRL,4.0,ph,x1
x1_S4c_b1.bcBVEA,4.0,nkx61,x1
x1_S4c_b1.bcFALA,4.0,ph,x1
x1_S4c_b1.bcGFMO,4.0,ph,x1
x1_S4c_b1.bcGKSI,4.0,nkx61,x1
x1_S4c_b1.bcEIHG,4.0,nkx61,x1
x1_S4c_b1.bcGJVG,4.0,nkx61,x1
x1_S4c_b1.bcBLGT,4.0,nkx61,x1
x1_S4c_b1.bcHBKA,4.0,ph,x1
x1_S4c_b1.bcBXGO,4.0,ph,x1
x1_S4c_b1.bcDLGW,4.0,nkx61,x1
x1_S4c_b1.bcAGAA,4.0,nkx61,x1
x1_S4c_b1.bcHLKY,4.0,nkx61,x1
x1_S4c_b1.bcHOJM,4.0,ph,x1
x1_S4c_b1.bcEJOS,4.0,nkx61,x1
x1_S4c_b1.bcADJT,4.0,neurog3,x1
x1_S4c_b1.bcIAGO,4.0,ph,x1
x1_S4c_b1.bcEFDS,4.0,neurog3,x1
x1_S4c_b1.bcFDYE,4.0,neurog3,x1
x1_S4c_b1.bcDWYN,4.0,ph,x1
x1_S4c_b1.bcEORM,4.0,ph,x1
x1_S4c_b1.bcHBCM,4.0,neurog3,x1
x1_S4c_b1.bcHOWB,4.0,ph,x1
x1_S4c_b1.bcFHNX,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEDSV,4.0,ph,x1
x1_S4c_b1.bcFICX,4.0,ph,x1
x1_S4c_b1.bcFKBL,4.0,ph,x1
x1_S4c_b1.bcCQRL,4.0,neurog3,x1
x1_S4c_b1.bcDKPA,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcBMXK,4.0,ph,x1
x1_S4c_b1.bcGZKT,4.0,ph,x1
x1_S4c_b1.bcEHVI,4.0,ph,x1
x1_S4c_b1.bcHWRR,4.0,neurog3,x1
x1_S4c_b1.bcIAPZ,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcDVVW,4.0,sst_hhex,x1
x1_S4c_b1.bcIALD,4.0,sst_hhex,x1
x1_S4c_b1.bcFIOW,4.0,ph,x1
x1_S4c_b1.bcEDCT,4.0,ph,x1
x1_S4c_b1.bcHCXP,4.0,neurog3,x1
x1_S4c_b1.bcFBOW,4.0,ph,x1
x1_S4c_b1.bcAEXM,4.0,neurog3,x1
x1_S4c_b1.bcBYWE,4.0,neurog3,x1
x1_S4c_b1.bcCIJR,4.0,ph,x1
x1_S4c_b1.bcESXU,4.0,ph,x1
x1_S4c_b1.bcAVOA,4.0,ph,x1
x1_S4c_b1.bcESLB,4.0,ph,x1
x1_S4c_b1.bcAULY,4.0,ph,x1
x1_S4c_b1.bcGOQN,4.0,sst_hhex,x1
x1_S4c_b1.bcIGZO,4.0,ph,x1
x1_S4c_b1.bcBCRA,4.0,ph,x1
x1_S4c_b1.bcDCKH,4.0,ph,x1
x1_S4c_b1.bcEVYY,4.0,ph,x1
x1_S4c_b1.bcACPW,4.0,ph,x1
x1_S4c_b1.bcGWNY,4.0,ph,x1
x1_S4c_b1.bcEBHB,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcEZDD,4.0,neurog3,x1
x1_S4c_b1.bcDFTQ,4.0,ph,x1
x1_S4c_b1.bcEPPT,4.0,ph,x1
x1_S4c_b1.bcFTSE,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcICKZ,4.0,ph,x1
x1_S4c_b1.bcCHZT,4.0,neurog3,x1
x1_S4c_b1.bcFUYU,4.0,neurog3,x1
x1_S4c_b1.bcHQQK,4.0,ph,x1
x1_S4c_b1.bcDXKY,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcESGQ,4.0,ph,x1
x1_S4c_b1.bcIGBR,4.0,ph,x1
x1_S4c_b1.bcBKLS,4.0,neurog3,x1
x1_S4c_b1.bcCHOK,4.0,neurog3,x1
x1_S4c_b1.bcIGWD,4.0,ph,x1
x1_S4c_b1.bcEOZM,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcFPJW,4.0,ph,x1
x1_S4c_b1.bcDMVN,4.0,ph,x1
x1_S4c_b1.bcDZKR,4.0,ph,x1
x1_S4c_b1.bcBRXF,4.0,ph,x1
x1_S4c_b1.bcBCUD,4.0,neurog3,x1
x1_S4c_b1.bcDBAW,4.0,ph,x1
x1_S4c_b1.bcGTQR,4.0,ph,x1
x1_S4c_b1.bcEPSX,4.0,ph,x1
x1_S4c_b1.bcDXSW,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcCCVO,4.0,sst_hhex,x1
x1_S4c_b1.bcHZED,4.0,fev_high_isl_neg,x1
x1_S4c_b1.bcDNMX,4.0,neurog3,x1
x1_S4c_b1.bcFEYT,4.0,fev_high_isl_neg,x1
